Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
 Malaria,  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  muscle_pain, , , , , , , , , , 
 Malaria,  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain, , , , , , , , , 
 Malaria,  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain, , , , , , , , , 
 Malaria,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain, , , , , , , , , , 
 Malaria,  chills,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain, , , , , , , , , , 
 Malaria,  chills,  vomiting,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain, , , , , , , , , , 
 Malaria,  chills,  vomiting,  high_fever,  headache,  nausea,  diarrhoea,  muscle_pain, , , , , , , , , , 
 Malaria,  chills,  vomiting,  high_fever,  sweating,  nausea,  diarrhoea,  muscle_pain, , , , , , , , , , 
 Malaria,  chills,  vomiting,  high_fever,  sweating,  headache,  diarrhoea,  muscle_pain, , , , , , , , , , 
 Allergy,  continuous_sneezing,  shivering,  watering_from_eyes, , , , , , , , , , , , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Malaria,  chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  muscle_pain, , , , , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , 
 Chicken pox,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Chicken pox, itching,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Chicken pox, itching,  skin_rash,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  high_fever,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  swelled_lymph_nodes,  malaise,  red_spots_over_body, , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , , 
 Chicken pox, itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  malaise,  red_spots_over_body, , , , , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  muscle_pain,  red_spots_over_body, , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  red_spots_over_body, , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain, , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , 
 Dengue,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Dengue,  skin_rash,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Dengue,  skin_rash,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , , 
 Dengue,  skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body, , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  toxic_look_(typhos),  belly_pain, , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  belly_pain, , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos), , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , , 
 Typhoid,  chills,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , , 
 hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain, , , , , , 
 hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain, , , , , , 
 hepatitis A,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain, , , , , , , 
 hepatitis A,  joint_pain,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain, , , , , , , 
 hepatitis A,  joint_pain,  vomiting,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain, , , , , , , 
 hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain, , , , , , , 
 hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain, , , , , , , 
 hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain, , , , , , , 
 hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain, , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , , 
 hepatitis A,  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  mild_fever,  yellowing_of_eyes,  muscle_pain, , , , , , , 
 Hepatitis B, itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections, , , , , 
 Hepatitis B, itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections, , , , , 
 Hepatitis B,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections, , , , , , 
 Hepatitis B, itching,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections, , , , , , 
 Hepatitis B, itching,  fatigue,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections, , , , , , 
 Hepatitis B, itching,  fatigue,  lethargy,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections, , , , , , 
 Hepatitis B, itching,  fatigue,  lethargy,  yellowish_skin,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections, , , , , , 
 Hepatitis B, itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections, , , , , , 
 Hepatitis B, itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections, , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  toxic_look_(typhos),  belly_pain, , , , , , , 
 Hepatitis B, itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections, , , , , , 
 Hepatitis C,  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  family_history, , , , , , , , , , , , 
 Hepatitis C,  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history, , , , , , , , , , , 
 Hepatitis C,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history, , , , , , , , , , , , 
 Hepatitis C,  fatigue,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history, , , , , , , , , , , , 
 Hepatitis C,  fatigue,  yellowish_skin,  loss_of_appetite,  yellowing_of_eyes,  family_history, , , , , , , , , , , , 
 Hepatitis C,  fatigue,  yellowish_skin,  nausea,  yellowing_of_eyes,  family_history, , , , , , , , , , , , 
 Hepatitis C,  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  family_history, , , , , , , , , , , , 
 Hepatitis C,  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes, , , , , , , , , , , , 
 Hepatitis C,  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history, , , , , , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  belly_pain, , , , , , , 
 Hepatitis C,  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history, , , , , , , , , , , 
 Hepatitis D,  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , 
 Hepatitis D,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , 
 Hepatitis D,  joint_pain,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , 
 Hepatitis D,  joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , 
 Hepatitis D,  joint_pain,  vomiting,  fatigue,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , 
 Hepatitis D,  joint_pain,  vomiting,  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , 
 Hepatitis D,  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , 
 Hepatitis D,  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  abdominal_pain,  yellowing_of_eyes, , , , , , , , , 
 Hepatitis D,  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  yellowing_of_eyes, , , , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos), , , , , , , 
 Hepatitis D,  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain, , , , , , , , , 
 Hepatitis E,  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  coma,  stomach_bleeding, , , , , 
 Hepatitis E,  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding, , , , 
 Hepatitis E,  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding, , , , 
 Hepatitis E,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding, , , , , 
 Hepatitis E,  joint_pain,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding, , , , , 
 Hepatitis E,  joint_pain,  vomiting,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding, , , , , 
 Hepatitis E,  joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding, , , , , 
 Hepatitis E,  joint_pain,  vomiting,  fatigue,  high_fever,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding, , , , , 
 Hepatitis E,  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding, , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , 
 Hepatitis E,  joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding, , , , , 
 Alcoholic hepatitis,  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload, , , , , , , , , , 
 Alcoholic hepatitis,  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload, , , , , , , , , , 
 Alcoholic hepatitis,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload, , , , , , , , , , , 
 Alcoholic hepatitis,  vomiting,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload, , , , , , , , , , , 
 Alcoholic hepatitis,  vomiting,  yellowish_skin,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload, , , , , , , , , , , 
 Alcoholic hepatitis,  vomiting,  yellowish_skin,  abdominal_pain,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload, , , , , , , , , , , 
 Alcoholic hepatitis,  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  history_of_alcohol_consumption,  fluid_overload, , , , , , , , , , , 
 Alcoholic hepatitis,  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  fluid_overload, , , , , , , , , , , 
 Alcoholic hepatitis,  vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption, , , , , , , , , , , 
 Typhoid,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain, , , , , , 
